# Program:featureCounts v2.0.6; Command:"featureCounts" "-s" "1" "-M" "-Q" "20" "-T" "5" "-t" "gene" "-g" "gene_id" "-a" "../ref/true_genes_only.gtf" "-o" "../data08/feature/A02-bowtie1.txt" "../data08/bowtie/A02-bowtie1.txt" 
Geneid	Chr	Start	End	Strand	Length	../data08/bowtie/A02-bowtie1.txt
BW25113_RS12560	NZ_CP009273.1	2518486	2519250	+	765	2
BW25113_RS12565	NZ_CP009273.1	2519289	2520215	-	927	27
BW25113_RS12570	NZ_CP009273.1	2520305	2521303	+	999	86
BW25113_RS12575	NZ_CP009273.1	2521300	2521518	-	219	9
BW25113_RS12580	NZ_CP009273.1	2521520	2523535	-	2016	427
BW25113_RS12585	NZ_CP009273.1	2523606	2524592	-	987	611
BW25113_RS12590	NZ_CP009273.1	2524822	2525583	+	762	103
BW25113_RS12595	NZ_CP009273.1	2525768	2526739	+	972	1837
BW25113_RS12600	NZ_CP009273.1	2527123	2527380	+	258	3770
BW25113_RS12605	NZ_CP009273.1	2527425	2529152	+	1728	4324
BW25113_RS12610	NZ_CP009273.1	2529193	2529702	+	510	4652
BW25113_RS12615	NZ_CP009273.1	2529745	2530596	-	852	493
BW25113_RS12620	NZ_CP009273.1	2530701	2531075	+	375	21
BW25113_RS12625	NZ_CP009273.1	2531108	2531842	+	735	14
BW25113_RS12630	NZ_CP009273.1	2532031	2532942	-	912	109
BW25113_RS12635	NZ_CP009273.1	2533076	2534173	-	1098	19
BW25113_RS12640	NZ_CP009273.1	2534163	2535038	-	876	2
BW25113_RS12645	NZ_CP009273.1	2535038	2535871	-	834	2
BW25113_RS12650	NZ_CP009273.1	2535871	2536887	-	1017	12
BW25113_RS12655	NZ_CP009273.1	2537191	2537982	-	792	1318
BW25113_RS12660	NZ_CP009273.1	2538111	2538968	-	858	29
BW25113_RS12665	NZ_CP009273.1	2539132	2540028	+	897	443
BW25113_RS12670	NZ_CP009273.1	2540032	2541456	+	1425	73
BW25113_RS12675	NZ_CP009273.1	2541461	2542765	+	1305	63
BW25113_RS12680	NZ_CP009273.1	2543005	2543904	-	900	819
BW25113_RS12685	NZ_CP009273.1	2544000	2544575	-	576	162
BW25113_RS12690	NZ_CP009273.1	2544636	2545085	-	450	27
BW25113_RS12695	NZ_CP009273.1	2545072	2545497	-	426	123
BW25113_RS12700	NZ_CP009273.1	2545711	2546580	+	870	176
BW25113_RS12705	NZ_CP009273.1	2546584	2547483	+	900	55
BW25113_RS12710	NZ_CP009273.1	2547489	2548541	-	1053	11
BW25113_RS12715	NZ_CP009273.1	2548587	2549087	-	501	17
BW25113_RS12720	NZ_CP009273.1	2549100	2549759	-	660	85
BW25113_RS12725	NZ_CP009273.1	2549769	2550656	-	888	60
BW25113_RS12730	NZ_CP009273.1	2550677	2552038	-	1362	171
BW25113_RS12735	NZ_CP009273.1	2552217	2553425	+	1209	44
BW25113_RS12740	NZ_CP009273.1	2553616	2554257	+	642	20
BW25113_RS12745	NZ_CP009273.1	2554727	2554972	+	246	0
BW25113_RS12750	NZ_CP009273.1	2554984	2555352	+	369	1
BW25113_RS12755	NZ_CP009273.1	2555470	2555886	+	417	6
BW25113_RS12760	NZ_CP009273.1	2555883	2556476	+	594	4
BW25113_RS12765	NZ_CP009273.1	2556951	2557328	+	378	4
BW25113_RS12770	NZ_CP009273.1	2557339	2557731	+	393	81
BW25113_RS12775	NZ_CP009273.1	2557882	2558691	+	810	677
BW25113_RS26380	NZ_CP009273.1	2558714	2558839	-	126	0
BW25113_RS12780	NZ_CP009273.1	2558840	2560243	-	1404	3
BW25113_RS12785	NZ_CP009273.1	2560240	2561466	-	1227	5
BW25113_RS12790	NZ_CP009273.1	2561683	2562870	-	1188	3
BW25113_RS12795	NZ_CP009273.1	2562860	2563696	-	837	2
BW25113_RS12800	NZ_CP009273.1	2563707	2565110	-	1404	1
BW25113_RS12805	NZ_CP009273.1	2565122	2565409	-	288	0
BW25113_RS12810	NZ_CP009273.1	2565516	2565809	-	294	34
BW25113_RS12815	NZ_CP009273.1	2565848	2566864	-	1017	7
BW25113_RS12820	NZ_CP009273.1	2566861	2567664	-	804	2
BW25113_RS12825	NZ_CP009273.1	2567661	2568362	-	702	16
BW25113_RS12830	NZ_CP009273.1	2568337	2568816	-	480	0
BW25113_RS12835	NZ_CP009273.1	2568829	2569164	-	336	2
BW25113_RS12840	NZ_CP009273.1	2569457	2571736	-	2280	5308
BW25113_RS12845	NZ_CP009273.1	2572025	2572975	+	951	162
BW25113_RS12850	NZ_CP009273.1	2572995	2574998	+	2004	174
BW25113_RS12855	NZ_CP009273.1	2575093	2576136	-	1044	3
BW25113_RS12860	NZ_CP009273.1	2576262	2576837	-	576	194
BW25113_RS12865	NZ_CP009273.1	2576905	2578884	-	1980	86
BW25113_RS12870	NZ_CP009273.1	2579090	2580790	+	1701	13
BW25113_RS12875	NZ_CP009273.1	2580954	2584067	+	3114	20
BW25113_RS25220	NZ_CP009273.1	2584166	2584225	-	60	295
BW25113_RS12885	NZ_CP009273.1	2584606	2584962	+	357	439
BW25113_RS12890	NZ_CP009273.1	2584966	2586093	+	1128	203
BW25113_RS12895	NZ_CP009273.1	2586121	2586321	+	201	53
BW25113_RS12900	NZ_CP009273.1	2586431	2587129	-	699	166
BW25113_RS12905	NZ_CP009273.1	2587203	2589218	-	2016	55
BW25113_RS12910	NZ_CP009273.1	2589233	2590096	-	864	160
BW25113_RS12915	NZ_CP009273.1	2590264	2590977	-	714	198
BW25113_RS12925	NZ_CP009273.1	2591190	2592224	-	1035	1355
BW25113_RS12930	NZ_CP009273.1	2592241	2593119	-	879	1680
BW25113_RS12935	NZ_CP009273.1	2593265	2593837	+	573	321
BW25113_RS12940	NZ_CP009273.1	2593837	2594307	+	471	2171
BW25113_RS12945	NZ_CP009273.1	2594560	2595177	+	618	1
BW25113_RS12950	NZ_CP009273.1	2595177	2597195	+	2019	4
BW25113_RS12955	NZ_CP009273.1	2597206	2598153	+	948	1
BW25113_RS12960	NZ_CP009273.1	2598170	2599609	+	1440	1
BW25113_RS12965	NZ_CP009273.1	2599621	2600271	+	651	2
BW25113_RS12970	NZ_CP009273.1	2600276	2601856	+	1581	3
BW25113_RS12975	NZ_CP009273.1	2601846	2603513	+	1668	10
BW25113_RS12980	NZ_CP009273.1	2603523	2604068	+	546	1
BW25113_RS12985	NZ_CP009273.1	2604065	2604823	+	759	3
BW25113_RS12990	NZ_CP009273.1	2604816	2605229	+	414	0
BW25113_RS12995	NZ_CP009273.1	2605259	2607271	+	2013	1
BW25113_RS13000	NZ_CP009273.1	2607293	2608141	+	849	7
BW25113_RS13005	NZ_CP009273.1	2608179	2609240	-	1062	51
BW25113_RS13010	NZ_CP009273.1	2609453	2610916	+	1464	257
BW25113_RS13015	NZ_CP009273.1	2610937	2611296	+	360	905
BW25113_RS13020	NZ_CP009273.1	2611434	2612135	-	702	70
BW25113_RS13025	NZ_CP009273.1	2612230	2613519	-	1290	29
BW25113_RS13030	NZ_CP009273.1	2613605	2614231	-	627	1009
BW25113_RS13035	NZ_CP009273.1	2614556	2615593	+	1038	42
BW25113_RS13040	NZ_CP009273.1	2615593	2616231	+	639	73
BW25113_RS13045	NZ_CP009273.1	2616403	2618469	+	2067	325
BW25113_RS13050	NZ_CP009273.1	2618474	2620015	+	1542	215
BW25113_RS13055	NZ_CP009273.1	2620054	2622297	-	2244	2
BW25113_RS25940	NZ_CP009273.1	2622479	2622631	-	153	0
BW25113_RS13065	NZ_CP009273.1	2622649	2622840	+	192	129
BW25113_RS13070	NZ_CP009273.1	2623151	2623669	+	519	5
BW25113_RS13075	NZ_CP009273.1	2623685	2624224	+	540	4
BW25113_RS13080	NZ_CP009273.1	2624317	2625894	-	1578	1564
BW25113_RS13085	NZ_CP009273.1	2625963	2627429	-	1467	655
BW25113_RS13090	NZ_CP009273.1	2627591	2628961	+	1371	94
BW25113_RS13095	NZ_CP009273.1	2628958	2629173	-	216	40
BW25113_RS13100	NZ_CP009273.1	2629243	2630715	-	1473	379
BW25113_RS13105	NZ_CP009273.1	2630833	2632011	-	1179	835
BW25113_RS13110	NZ_CP009273.1	2632022	2632642	-	621	384
BW25113_RS13115	NZ_CP009273.1	2632660	2633934	-	1275	598
BW25113_RS13120	NZ_CP009273.1	2634045	2635163	-	1119	591
BW25113_RS13125	NZ_CP009273.1	2635190	2636203	-	1014	409
BW25113_RS13130	NZ_CP009273.1	2636488	2637642	-	1155	217
BW25113_RS13135	NZ_CP009273.1	2637792	2638223	-	432	2131
BW25113_RS13140	NZ_CP009273.1	2638372	2640684	-	2313	14
BW25113_RS13145	NZ_CP009273.1	2640685	2645646	-	4962	329
BW25113_RS13150	NZ_CP009273.1	2645853	2646698	+	846	1313
BW25113_RS26190	NZ_CP009273.1	2647360	2647485	+	126	2
BW25113_RS13155	NZ_CP009273.1	2647516	2648292	-	777	210
BW25113_RS13160	NZ_CP009273.1	2648434	2649717	-	1284	1513
BW25113_RS13165	NZ_CP009273.1	2649895	2650095	-	201	132
BW25113_RS13170	NZ_CP009273.1	2650107	2650442	-	336	265
BW25113_RS13175	NZ_CP009273.1	2650444	2652294	-	1851	619
BW25113_RS13180	NZ_CP009273.1	2652311	2652826	-	516	61
BW25113_RS13185	NZ_CP009273.1	2652922	2653245	-	324	202
BW25113_RS13190	NZ_CP009273.1	2653262	2653648	-	387	973
BW25113_RS13195	NZ_CP009273.1	2653676	2654890	-	1215	2070
BW25113_RS13200	NZ_CP009273.1	2655002	2655490	-	489	684
BW25113_RS13205	NZ_CP009273.1	2655942	2656682	-	741	351
BW25113_RS13210	NZ_CP009273.1	2656801	2657604	+	804	103
BW25113_RS13215	NZ_CP009273.1	2657749	2658603	+	855	0
BW25113_RS13220	NZ_CP009273.1	2658794	2660074	+	1281	318
BW25113_RS13225	NZ_CP009273.1	2660066	2661205	-	1140	12
BW25113_RS13230	NZ_CP009273.1	2661365	2662255	-	891	186
BW25113_RS13235	NZ_CP009273.1	2662391	2663752	+	1362	14
BW25113_RS13240	NZ_CP009273.1	2663749	2664267	+	519	2
BW25113_RS13245	NZ_CP009273.1	2664267	2664587	+	321	2
BW25113_RS13250	NZ_CP009273.1	2664584	2665396	+	813	8
BW25113_RS13255	NZ_CP009273.1	2665406	2666608	+	1203	17
BW25113_RS13260	NZ_CP009273.1	2666705	2667127	+	423	62
BW25113_RS13265	NZ_CP009273.1	2667175	2668047	-	873	3
BW25113_RS13270	NZ_CP009273.1	2668059	2669153	-	1095	17
BW25113_RS13275	NZ_CP009273.1	2669186	2670184	-	999	1
BW25113_RS13280	NZ_CP009273.1	2670209	2671720	-	1512	0
BW25113_RS13285	NZ_CP009273.1	2671743	2672726	-	984	9
BW25113_RS13290	NZ_CP009273.1	2672823	2676104	-	3282	12
BW25113_RS13295	NZ_CP009273.1	2676222	2677415	+	1194	28
BW25113_RS26385	NZ_CP009273.1	2677475	2677573	-	99	20
BW25113_RS13300	NZ_CP009273.1	2677613	2678866	-	1254	6597
BW25113_RS13305	NZ_CP009273.1	2679194	2680384	+	1191	670
BW25113_RS13310	NZ_CP009273.1	2680429	2680767	-	339	700
BW25113_RS13315	NZ_CP009273.1	2680828	2682162	-	1335	69
BW25113_RS13320	NZ_CP009273.1	2682152	2682865	-	714	35
BW25113_RS13325	NZ_CP009273.1	2683030	2684457	-	1428	26
BW25113_RS13330	NZ_CP009273.1	2685015	2688902	-	3888	99
BW25113_RS13335	NZ_CP009273.1	2689160	2690716	+	1557	4
BW25113_RS13340	NZ_CP009273.1	2690713	2691216	-	504	18
BW25113_RS13345	NZ_CP009273.1	2691274	2691909	-	636	76
BW25113_RS13350	NZ_CP009273.1	2692118	2692966	+	849	72
BW25113_RS13355	NZ_CP009273.1	2693022	2693282	+	261	16
BW25113_RS13360	NZ_CP009273.1	2693476	2693556	-	81	2
BW25113_RS13375	NZ_CP009273.1	2693977	2694357	-	381	45
BW25113_RS13380	NZ_CP009273.1	2694357	2695088	-	732	905
BW25113_RS13385	NZ_CP009273.1	2695100	2695828	-	729	14
BW25113_RS13390	NZ_CP009273.1	2695840	2696745	-	906	207
BW25113_RS13395	NZ_CP009273.1	2696742	2697422	-	681	198
BW25113_RS13400	NZ_CP009273.1	2697694	2698668	-	975	168
BW25113_RS13405	NZ_CP009273.1	2698684	2700483	-	1800	846
BW25113_RS13410	NZ_CP009273.1	2700681	2701160	-	480	36
BW25113_RS13415	NZ_CP009273.1	2701157	2702113	-	957	211
BW25113_RS13420	NZ_CP009273.1	2702113	2702763	-	651	1143
BW25113_RS13425	NZ_CP009273.1	2702796	2703371	-	576	196
BW25113_RS25695	NZ_CP009273.1	2703368	2703523	-	156	0
BW25113_RS13435	NZ_CP009273.1	2703779	2705401	+	1623	6
BW25113_RS13440	NZ_CP009273.1	2705386	2706123	-	738	11
BW25113_RS13445	NZ_CP009273.1	2706255	2707589	+	1335	264
BW25113_RS13455	NZ_CP009273.1	2707798	2708679	-	882	28
BW25113_RS13460	NZ_CP009273.1	2708782	2709369	+	588	6
BW25113_RS13465	NZ_CP009273.1	2709425	2709808	-	384	5091
BW25113_RS13470	NZ_CP009273.1	2710113	2710802	+	690	458
BW25113_RS13475	NZ_CP009273.1	2710850	2711887	-	1038	648
BW25113_RS13485	NZ_CP009273.1	2712094	2712513	+	420	110
BW25113_RS13490	NZ_CP009273.1	2712582	2713280	+	699	23
BW25113_RS13495	NZ_CP009273.1	2713312	2715972	+	2661	152
BW25113_RS13500	NZ_CP009273.1	2716086	2717441	+	1356	425
BW25113_RS13505	NZ_CP009273.1	2717487	2717810	+	324	1
BW25113_RS13510	NZ_CP009273.1	2717807	2719105	-	1299	1817
BW25113_RS13540	NZ_CP009273.1	2724959	2727532	-	2574	25399
BW25113_RS13545	NZ_CP009273.1	2727662	2728393	-	732	59
BW25113_RS13550	NZ_CP009273.1	2728390	2729370	-	981	338
BW25113_RS13555	NZ_CP009273.1	2729505	2730242	+	738	1407
BW25113_RS13565	NZ_CP009273.1	2730513	2730854	+	342	27820
BW25113_RS25700	NZ_CP009273.1	2730958	2731005	+	48	150
BW25113_RS13570	NZ_CP009273.1	2731104	2732264	+	1161	921
BW25113_RS13575	NZ_CP009273.1	2732307	2733428	-	1122	134
BW25113_RS13580	NZ_CP009273.1	2733439	2734509	-	1071	118
BW25113_RS13585	NZ_CP009273.1	2734719	2735084	+	366	6
BW25113_RS13590	NZ_CP009273.1	2735234	2735752	+	519	6
BW25113_RS13595	NZ_CP009273.1	2735742	2736968	+	1227	5
BW25113_RS13600	NZ_CP009273.1	2736984	2737466	+	483	61
BW25113_RS13605	NZ_CP009273.1	2737542	2737889	-	348	5047
BW25113_RS13610	NZ_CP009273.1	2737931	2738698	-	768	808
BW25113_RS13615	NZ_CP009273.1	2738729	2739277	-	549	343
BW25113_RS13620	NZ_CP009273.1	2739296	2739544	-	249	3155
BW25113_RS13625	NZ_CP009273.1	2739793	2741154	-	1362	1068
BW25113_RS13630	NZ_CP009273.1	2741321	2742112	+	792	59
BW25113_RS13635	NZ_CP009273.1	2742133	2743419	+	1287	60
BW25113_RS13640	NZ_CP009273.1	2743474	2744067	-	594	17229
BW25113_RS13650	NZ_CP009273.1	2744190	2745068	+	879	99
BW25113_RS13655	NZ_CP009273.1	2745154	2746815	+	1662	110
BW25113_RS13660	NZ_CP009273.1	2746964	2747305	+	342	948
BW25113_RS13665	NZ_CP009273.1	2747367	2747657	-	291	64
BW25113_RS13670	NZ_CP009273.1	2747647	2748084	-	438	332
BW25113_RS13675	NZ_CP009273.1	2748255	2748737	+	483	682
BW25113_RS13680	NZ_CP009273.1	2749518	2750759	+	1242	421
BW25113_RS13685	NZ_CP009273.1	2751003	2751959	-	957	46
BW25113_RS13690	NZ_CP009273.1	2752003	2752215	+	213	6
BW25113_RS13695	NZ_CP009273.1	2752344	2753753	+	1410	5
BW25113_RS13700	NZ_CP009273.1	2753906	2754532	+	627	2
BW25113_RS13705	NZ_CP009273.1	2754710	2756899	-	2190	38
BW25113_RS13710	NZ_CP009273.1	2756896	2758512	-	1617	25
BW25113_RS13715	NZ_CP009273.1	2758872	2759135	-	264	0
BW25113_RS13720	NZ_CP009273.1	2759277	2760350	+	1074	211
BW25113_RS13725	NZ_CP009273.1	2760343	2760714	+	372	18
BW25113_RS13730	NZ_CP009273.1	2761069	2761932	+	864	4
BW25113_RS13735	NZ_CP009273.1	2762024	2762845	+	822	9
BW25113_RS13740	NZ_CP009273.1	2763062	2763763	+	702	0
BW25113_RS13745	NZ_CP009273.1	2763804	2764040	+	237	2
BW25113_RS13750	NZ_CP009273.1	2764040	2764483	+	444	5
BW25113_RS13755	NZ_CP009273.1	2764507	2764974	+	468	18
BW25113_RS26200	NZ_CP009273.1	2765361	2765513	-	153	3
BW25113_RS13765	NZ_CP009273.1	2765526	2766535	-	1010	1
BW25113_RS13770	NZ_CP009273.1	2766677	2768380	+	1704	38
BW25113_RS24190	NZ_CP009273.1	2768952	2769175	+	224	0
BW25113_RS13775	NZ_CP009273.1	2769278	2769736	+	459	1
BW25113_RS13780	NZ_CP009273.1	2769745	2770227	+	483	1
BW25113_RS24195	NZ_CP009273.1	2770236	2770436	+	201	0
BW25113_RS13785	NZ_CP009273.1	2770474	2770791	+	318	0
BW25113_RS13790	NZ_CP009273.1	2770812	2771141	+	330	3
BW25113_RS23130	NZ_CP009273.1	2771505	2776085	-	4581	7
BW25113_RS24200	NZ_CP009273.1	2776150	2776269	-	120	0
BW25113_RS24210	NZ_CP009273.1	2776493	2776651	-	159	0
BW25113_RS25705	NZ_CP009273.1	2776997	2778370	-	1374	1
BW25113_RS26005	NZ_CP009273.1	2779756	2782008	+	2253	1
BW25113_RS13845	NZ_CP009273.1	2782344	2783321	+	978	41
BW25113_RS13850	NZ_CP009273.1	2783341	2784609	+	1269	10
BW25113_RS13855	NZ_CP009273.1	2784632	2786080	+	1449	112
BW25113_RS13860	NZ_CP009273.1	2786094	2787374	+	1281	66
BW25113_RS13865	NZ_CP009273.1	2787612	2789012	+	1401	7
BW25113_RS13870	NZ_CP009273.1	2789033	2789695	+	663	21
BW25113_RS13875	NZ_CP009273.1	2789696	2790145	-	450	419
BW25113_RS13880	NZ_CP009273.1	2790229	2790387	-	159	127
BW25113_RS13885	NZ_CP009273.1	2790570	2790869	+	300	10
BW25113_RS13890	NZ_CP009273.1	2790879	2791403	+	525	96
BW25113_RS13895	NZ_CP009273.1	2791450	2791854	-	405	620
BW25113_RS13900	NZ_CP009273.1	2792523	2792972	+	450	76
BW25113_RS13905	NZ_CP009273.1	2793009	2793353	-	345	55
BW25113_RS13910	NZ_CP009273.1	2793505	2793834	+	330	354
BW25113_RS13915	NZ_CP009273.1	2794082	2794327	+	246	513
BW25113_RS13920	NZ_CP009273.1	2794324	2794734	+	411	168
BW25113_RS13925	NZ_CP009273.1	2794707	2796851	+	2145	414
BW25113_RS13930	NZ_CP009273.1	2796861	2797820	+	960	176
BW25113_RS13935	NZ_CP009273.1	2798174	2799376	+	1203	1580
BW25113_RS13940	NZ_CP009273.1	2799369	2800433	+	1065	1106
BW25113_RS13945	NZ_CP009273.1	2800491	2801483	+	993	2574
BW25113_RS13950	NZ_CP009273.1	2801675	2802852	+	1178	1
BW25113_RS13955	NZ_CP009273.1	2802976	2803713	+	738	63
BW25113_RS13960	NZ_CP009273.1	2803703	2804038	+	336	12
BW25113_RS13965	NZ_CP009273.1	2804129	2804659	+	531	636
BW25113_RS13970	NZ_CP009273.1	2804786	2805958	+	1173	86
BW25113_RS13975	NZ_CP009273.1	2805975	2807513	+	1539	17
BW25113_RS13980	NZ_CP009273.1	2807577	2808092	-	516	1884
BW25113_RS13985	NZ_CP009273.1	2808242	2809798	-	1557	596
BW25113_RS13990	NZ_CP009273.1	2809871	2810299	-	429	5
BW25113_RS13995	NZ_CP009273.1	2810296	2810862	-	567	119
BW25113_RS14030	NZ_CP009273.1	2812320	2812505	-	186	1642
BW25113_RS14035	NZ_CP009273.1	2812740	2815370	-	2631	2983
BW25113_RS14045	NZ_CP009273.1	2815498	2815998	-	501	9
BW25113_RS14050	NZ_CP009273.1	2816067	2817128	-	1062	2914
BW25113_RS14055	NZ_CP009273.1	2817208	2817705	-	498	239
BW25113_RS14060	NZ_CP009273.1	2817850	2818935	-	1086	154
BW25113_RS14065	NZ_CP009273.1	2819191	2819754	+	564	948
BW25113_RS14070	NZ_CP009273.1	2819751	2820710	+	960	1092
BW25113_RS14075	NZ_CP009273.1	2820721	2821092	+	372	837
BW25113_RS14080	NZ_CP009273.1	2821096	2821875	+	780	2137
BW25113_RS14085	NZ_CP009273.1	2821980	2822339	+	360	81
BW25113_RS14090	NZ_CP009273.1	2822406	2823179	+	774	89
BW25113_RS14095	NZ_CP009273.1	2823172	2824137	+	966	393
BW25113_RS14100	NZ_CP009273.1	2824134	2825648	-	1515	65
BW25113_RS14105	NZ_CP009273.1	2825835	2827274	+	1440	1
BW25113_RS14110	NZ_CP009273.1	2827271	2828404	+	1134	2
BW25113_RS14115	NZ_CP009273.1	2828532	2830784	-	2253	44
BW25113_RS14120	NZ_CP009273.1	2830937	2831464	-	528	0
BW25113_RS14125	NZ_CP009273.1	2831613	2832623	-	1011	129
BW25113_RS14130	NZ_CP009273.1	2832883	2834340	+	1458	9
BW25113_RS14135	NZ_CP009273.1	2834349	2835773	+	1425	38
BW25113_RS14140	NZ_CP009273.1	2835932	2836402	-	471	37
BW25113_RS14145	NZ_CP009273.1	2836395	2836805	-	411	1
BW25113_RS14150	NZ_CP009273.1	2836802	2837569	-	768	3
BW25113_RS14155	NZ_CP009273.1	2837569	2838111	-	543	0
BW25113_RS14160	NZ_CP009273.1	2838121	2839830	-	1710	7
BW25113_RS14165	NZ_CP009273.1	2839848	2840771	-	924	2
BW25113_RS14170	NZ_CP009273.1	2840774	2842600	-	1827	1
BW25113_RS14175	NZ_CP009273.1	2842597	2843208	-	612	0
BW25113_RS14185	NZ_CP009273.1	2843333	2843794	-	462	0
BW25113_RS14190	NZ_CP009273.1	2844006	2844356	+	351	6
BW25113_RS14195	NZ_CP009273.1	2844360	2845232	+	873	161
BW25113_RS14200	NZ_CP009273.1	2845223	2845495	+	273	7
BW25113_RS14205	NZ_CP009273.1	2845495	2846616	+	1122	66
BW25113_RS14210	NZ_CP009273.1	2846613	2847623	+	1011	44
BW25113_RS14215	NZ_CP009273.1	2847697	2849775	+	2079	12
BW25113_RS14220	NZ_CP009273.1	2849812	2850165	-	354	10
BW25113_RS25950	NZ_CP009273.1	2850242	2850376	-	135	0
BW25113_RS14225	NZ_CP009273.1	2850452	2853013	+	2562	376
BW25113_RS14230	NZ_CP009273.1	2853119	2853775	+	657	5
BW25113_RS14235	NZ_CP009273.1	2853826	2854593	-	768	116
BW25113_RS14240	NZ_CP009273.1	2854789	2855697	+	909	42
BW25113_RS14245	NZ_CP009273.1	2855694	2856860	+	1167	20
BW25113_RS14250	NZ_CP009273.1	2856952	2857590	+	639	4
BW25113_RS14255	NZ_CP009273.1	2857595	2858371	+	777	18
BW25113_RS14260	NZ_CP009273.1	2858460	2859824	+	1365	3
BW25113_RS14265	NZ_CP009273.1	2859918	2860910	-	993	5020
BW25113_RS14270	NZ_CP009273.1	2860973	2862067	-	1095	317
BW25113_RS14275	NZ_CP009273.1	2862252	2862878	-	627	76
BW25113_RS14280	NZ_CP009273.1	2862872	2863633	-	762	54
BW25113_RS14285	NZ_CP009273.1	2863614	2864663	-	1050	126
BW25113_RS14290	NZ_CP009273.1	2864660	2865139	-	480	186
BW25113_RS14295	NZ_CP009273.1	2865139	2865849	-	711	33
BW25113_RS14300	NZ_CP009273.1	2865868	2866179	-	312	33
BW25113_RS14305	NZ_CP009273.1	2866373	2866696	-	324	48
BW25113_RS14310	NZ_CP009273.1	2866746	2867351	-	606	0
BW25113_RS14315	NZ_CP009273.1	2867351	2868778	-	1428	16
BW25113_RS14320	NZ_CP009273.1	2868780	2869688	-	909	12
BW25113_RS14325	NZ_CP009273.1	2869940	2870977	+	1038	8
BW25113_RS14330	NZ_CP009273.1	2871928	2872212	-	285	0
BW25113_RS14335	NZ_CP009273.1	2872214	2873131	-	918	7
BW25113_RS14340	NZ_CP009273.1	2873147	2873746	-	600	4
BW25113_RS14345	NZ_CP009273.1	2873733	2874407	-	675	3
BW25113_RS14350	NZ_CP009273.1	2874410	2875501	-	1092	15
BW25113_RS14355	NZ_CP009273.1	2875514	2875996	-	483	2
BW25113_RS14360	NZ_CP009273.1	2875989	2877497	-	1509	6
BW25113_RS14365	NZ_CP009273.1	2877912	2880578	-	2667	11
BW25113_RS14370	NZ_CP009273.1	2880937	2881671	-	735	10
BW25113_RS14375	NZ_CP009273.1	2881746	2883458	-	1713	13
BW25113_RS14380	NZ_CP009273.1	2883458	2885257	-	1800	5
BW25113_RS14385	NZ_CP009273.1	2885576	2885938	+	363	94
BW25113_RS14390	NZ_CP009273.1	2886016	2887287	+	1272	25
BW25113_RS14395	NZ_CP009273.1	2887278	2887538	+	261	9
BW25113_RS14400	NZ_CP009273.1	2887555	2888130	+	576	31
BW25113_RS14405	NZ_CP009273.1	2888278	2889138	-	861	2
BW25113_RS14410	NZ_CP009273.1	2889135	2889914	-	780	0
BW25113_RS14415	NZ_CP009273.1	2889892	2891301	-	1410	0
BW25113_RS14420	NZ_CP009273.1	2891323	2892777	-	1455	11
BW25113_RS14425	NZ_CP009273.1	2892847	2893632	-	786	6
BW25113_RS14430	NZ_CP009273.1	2893951	2895228	+	1278	0
BW25113_RS14435	NZ_CP009273.1	2895255	2896733	+	1479	10
BW25113_RS14440	NZ_CP009273.1	2898106	2898777	-	672	220
BW25113_RS14445	NZ_CP009273.1	2898916	2899056	+	141	0
BW25113_RS14450	NZ_CP009273.1	2899070	2899942	+	873	1
BW25113_RS14455	NZ_CP009273.1	2900002	2901300	-	1299	16359
BW25113_RS14460	NZ_CP009273.1	2901388	2903025	-	1638	1008
BW25113_RS14465	NZ_CP009273.1	2903253	2904044	-	792	78
BW25113_RS14470	NZ_CP009273.1	2904115	2904450	-	336	40
BW25113_RS14475	NZ_CP009273.1	2904450	2904698	-	249	62
BW25113_RS14480	NZ_CP009273.1	2904776	2907010	-	2235	450
BW25113_RS14485	NZ_CP009273.1	2907058	2908359	-	1302	92
BW25113_RS14490	NZ_CP009273.1	2908416	2911172	+	2757	73
BW25113_RS14495	NZ_CP009273.1	2911404	2912744	-	1341	75
BW25113_RS14500	NZ_CP009273.1	2912765	2914105	-	1341	3
BW25113_RS14505	NZ_CP009273.1	2914107	2915459	-	1353	5
BW25113_RS14510	NZ_CP009273.1	2915894	2916343	-	450	517
BW25113_RS14515	NZ_CP009273.1	2916361	2917143	-	783	27
BW25113_RS14520	NZ_CP009273.1	2917143	2917472	-	330	40
BW25113_RS14530	NZ_CP009273.1	2918094	2918639	-	546	148
BW25113_RS14535	NZ_CP009273.1	2918707	2919555	+	849	209
BW25113_RS14540	NZ_CP009273.1	2919667	2921031	+	1365	1426
BW25113_RS14545	NZ_CP009273.1	2921588	2922877	+	1290	2284
BW25113_RS14550	NZ_CP009273.1	2922935	2924302	+	1368	1593
BW25113_RS14555	NZ_CP009273.1	2924414	2925169	+	756	45
BW25113_RS14560	NZ_CP009273.1	2925224	2926372	-	1149	323
BW25113_RS14565	NZ_CP009273.1	2926400	2927047	-	648	37
BW25113_RS14570	NZ_CP009273.1	2927594	2928910	+	1317	3
BW25113_RS14575	NZ_CP009273.1	2928943	2930718	+	1776	353
BW25113_RS14580	NZ_CP009273.1	2930827	2932245	+	1419	59
BW25113_RS14585	NZ_CP009273.1	2932247	2932669	+	423	211
BW25113_RS14590	NZ_CP009273.1	2932727	2933458	+	732	239
BW25113_RS14595	NZ_CP009273.1	2933502	2934602	-	1101	155
